,symbol,emoji,kline,alert_price,Time_(MSK)
8802,BADGERUSDT,💥💥💥,1 kline,alert price: 3.748,2023-11-13 21:35:40.240000
8803,WLDUSDT,💥💥💥,1 kline,alert price: 2.463,2023-11-13 21:35:33.398000
8804,C98USDT,🌊🌊🌊,2 kline,alert price: 0.1835,2023-11-13 21:33:52.267000
8805,RUNEUSDT,💥💥💥,1 kline,alert price: 4.877,2023-11-13 21:32:45.820000
8806,XVSUSDT,💥💥💥,1 kline,alert price: 6.42,2023-11-13 21:28:47.046000
8807,YFIUSDT,💥💥💥,1 kline,alert price: 10107.0,2023-11-13 21:23:35.957000
8808,GALAUSDT,🌊🌊🌊,2 kline,alert price: 0.02336,2023-11-13 21:22:29.938000
8809,RSRUSDT,💥💥💥,1 kline,alert price: 0.002604,2023-11-13 21:20:57.027000
8810,TRBUSDT,💥💥💥,1 kline,alert price: 80.373,2023-11-13 21:19:57.638000
8811,DUSKUSDT,🌊🌊🌊,2 kline,alert price: 0.17428,2023-11-13 21:02:25.945000
8812,MDTUSDT,💥💥💥,1 kline,alert price: 0.05125,2023-11-13 20:58:50.847000
8813,BSVUSDT,🌊🌊🌊,2 kline,alert price: 50.55,2023-11-13 20:50:00.545000
8814,ILVUSDT,💥💥💥,1 kline,alert price: 91.27,2023-11-13 20:38:09.677000
8815,MKRUSDT,💥💥💥,1 kline,alert price: 1360.9,2023-11-13 20:36:54.824000
8816,BICOUSDT,🌊🌊🌊,2 kline,alert price: 0.2733,2023-11-13 20:22:20.869000
8817,LINAUSDT,🌊🌊🌊,2 kline,alert price: 0.012,2023-11-13 20:16:20.163000
8818,FXSUSDT,🌊🌊🌊,2 kline,alert price: 7.234,2023-11-13 19:57:30.267000
8819,SUIUSDT,💥💥💥,1 kline,alert price: 0.6392,2023-11-13 19:52:44.423000
8820,APEUSDT,💥💥💥,1 kline,alert price: 1.504,2023-11-13 19:48:53.120000
8821,ORBSUSDT,💥💥💥,1 kline,alert price: 0.04538,2023-11-13 19:46:51.436000
8822,IDUSDT,💥💥💥,1 kline,alert price: 0.2914,2023-11-13 19:25:54.621000
8823,ORDIUSDT,💥💥💥,1 kline,alert price: 21.684,2023-11-13 19:24:49.432000
8824,XVGUSDT,💥💥💥,1 kline,alert price: 0.004171,2023-11-13 19:24:44.141000
8825,ILVUSDT,💥💥💥,1 kline,alert price: 91.84,2023-11-13 19:24:26.723000
8826,1000PEPEUSDT,🌊🌊🌊,2 kline,alert price: 0.0012433,2023-11-13 19:23:57.593000
8827,MAVUSDT,💥💥💥,1 kline,alert price: 0.323,2023-11-13 19:23:33.069000
8828,DYDXUSDT,💥💥💥,1 kline,alert price: 3.182,2023-11-13 19:22:57.694000
8829,AAVEUSDT,💥💥💥,1 kline,alert price: 98.42,2023-11-13 19:18:43.202000
8830,BNTUSDT,🌊🌊🌊,2 kline,alert price: 0.939,2023-11-13 19:17:59.942000
8831,TOKENUSDT,💥💥💥,1 kline,alert price: 0.03261,2023-11-13 19:14:26.454000
8832,TRBUSDT,💥💥💥,1 kline,alert price: 83.16,2023-11-13 19:06:38.749000
8833,MEMEUSDT,💥💥💥,1 kline,alert price: 0.033548,2023-11-13 19:00:44.075000
8834,SNTUSDT,🌊🌊🌊,2 kline,alert price: 0.04806,2023-11-13 18:48:03.000000
8835,MKRUSDT,💥💥💥,1 kline,alert price: 1353.8,2023-11-13 18:47:53.210000
8836,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 36875.1,2023-11-13 18:47:52.919000
8837,MDTUSDT,💥💥💥,1 kline,alert price: 0.05189,2023-11-13 18:47:32.277000
8838,MAGICUSDT,🌊🌊🌊,2 kline,alert price: 0.6714,2023-11-13 18:46:29.396000
8839,BNXUSDT,💥💥💥,1 kline,alert price: 0.3057,2023-11-13 18:45:57.330000
8840,FXSUSDT,💥💥💥,1 kline,alert price: 7.135,2023-11-13 18:41:39.337000
8841,LPTUSDT,🌊🌊🌊,2 kline,alert price: 7.236,2023-11-13 18:37:59.929000
8842,YGGUSDT,💥💥💥,1 kline,alert price: 0.3969,2023-11-13 18:34:10.282000
8843,SANDUSDT,💥💥💥,1 kline,alert price: 0.4583,2023-11-13 18:33:44.400000
8844,NMRUSDT,🌊🌊🌊,2 kline,alert price: 15.4,2023-11-13 18:28:57.274000
8845,SEIUSDT,💥💥💥,1 kline,alert price: 0.1475,2023-11-13 18:24:32.234000
8846,BICOUSDT,💥💥💥,1 kline,alert price: 0.2696,2023-11-13 18:22:27.508000
8847,BONDUSDT,💥💥💥,1 kline,alert price: 4.427,2023-11-13 18:09:22.125000
8848,RNDRUSDT,🌊🌊🌊,2 kline,alert price: 2.4188,2023-11-13 18:04:59.426000
8849,JOEUSDT,🌊🌊🌊,2 kline,alert price: 0.3799,2023-11-13 18:03:42.567000
8850,MAVUSDT,💥💥💥,1 kline,alert price: 0.3282,2023-11-13 18:03:32.762000
8851,SSVUSDT,🌊🌊🌊,2 kline,alert price: 19.59,2023-11-13 18:02:56.366000
8852,AAVEUSDT,💥💥💥,1 kline,alert price: 97.1,2023-11-13 18:00:49.987000
8853,CHZUSDT,💥💥💥,1 kline,alert price: 0.08344,2023-11-13 17:58:46.359000
8854,ZENUSDT,💥💥💥,1 kline,alert price: 11.856,2023-11-13 17:35:32.780000
8855,FXSUSDT,💥💥💥,1 kline,alert price: 6.945,2023-11-13 17:32:25.641000
8856,RSRUSDT,💥💥💥,1 kline,alert price: 0.002671,2023-11-13 17:30:54.817000
8857,ARBUSDT,💥💥💥,1 kline,alert price: 1.1636,2023-11-13 17:26:59.683000
8858,YFIUSDT,💥💥💥,1 kline,alert price: 10028.0,2023-11-13 17:24:33.833000
8859,AMBUSDT,💥💥💥,1 kline,alert price: 0.009505,2023-11-13 17:23:56.288000
8860,CYBERUSDT,💥💥💥,1 kline,alert price: 7.892,2023-11-13 17:21:12.569000
8861,1000PEPEUSDT,💥💥💥,1 kline,alert price: 0.00121,2023-11-13 17:15:26.933000
8862,UMAUSDT,💥💥💥,1 kline,alert price: 1.883,2023-11-13 17:12:16.420000
8863,XVSUSDT,💥💥💥,1 kline,alert price: 6.694,2023-11-13 17:09:29.362000
8864,1000LUNCUSDT,🌊🌊🌊,4 kline,alert price: 0.0839,2023-11-13 17:05:38.558000
8865,OPUSDT,🌊🌊🌊,2 kline,alert price: 1.8698,2023-11-13 17:02:56.349000
8866,ILVUSDT,💥💥💥,1 kline,alert price: 91.38,2023-11-13 17:02:50.133000
8867,LUNA2USDT,💥💥💥,1 kline,alert price: 0.7927,2023-11-13 17:01:33.917000
8868,PHBUSDT,💥💥💥,1 kline,alert price: 0.7949,2023-11-13 17:01:26.374000
8869,ORDIUSDT,💥💥💥,1 kline,alert price: 21.408,2023-11-13 17:00:51.111000
8870,KAVAUSDT,🌊🌊🌊,2 kline,alert price: 0.8225,2023-11-13 16:59:19.611000
8871,POWRUSDT,🌊🌊🌊,2 kline,alert price: 0.2365,2023-11-13 16:52:37.265000
8872,SNTUSDT,💥💥💥,1 kline,alert price: 0.04821,2023-11-13 16:52:28.730000
8873,IMXUSDT,🌊🌊🌊,2 kline,alert price: 1.1365,2023-11-13 16:52:27.633000
8874,HFTUSDT,💥💥💥,1 kline,alert price: 0.3186,2023-11-13 16:52:14.568000
8875,PENDLEUSDT,💥💥💥,1 kline,alert price: 1.0909,2023-11-13 16:52:02.196000
8876,BLZUSDT,🌊🌊🌊,2 kline,alert price: 0.26217,2023-11-13 16:50:53.901000
8877,IDUSDT,🌊🌊🌊,2 kline,alert price: 0.283,2023-11-13 16:50:36.221000
8878,COMBOUSDT,💥💥💥,1 kline,alert price: 0.7108,2023-11-13 16:50:16.212000
8879,WAVESUSDT,💥💥💥,1 kline,alert price: 2.2136,2023-11-13 16:49:23.100000
8880,EDUUSDT,🌊🌊🌊,2 kline,alert price: 0.5872,2023-11-13 16:48:43.782000
8881,NMRUSDT,🌊🌊🌊,2 kline,alert price: 15.31,2023-11-13 16:46:58.109000
8882,SSVUSDT,💥💥💥,1 kline,alert price: 19.11,2023-11-13 16:46:17.897000
8883,MDTUSDT,💥💥💥,1 kline,alert price: 0.05194,2023-11-13 16:45:58.441000
8884,HOOKUSDT,💥💥💥,1 kline,alert price: 1.0627,2023-11-13 16:45:43.858000
8885,ARKMUSDT,💥💥💥,1 kline,alert price: 0.4772,2023-11-13 16:43:57.807000
8886,ASTRUSDT,💥💥💥,1 kline,alert price: 0.07402,2023-11-13 16:42:24.288000
8887,ETCUSDT,🌊🌊🌊,2 kline,alert price: 19.955,2023-11-13 16:32:34.396000
8888,SUSHIUSDT,💥💥💥,1 kline,alert price: 1.0156,2023-11-13 16:30:30.728000
8889,MTLUSDT,💥💥💥,1 kline,alert price: 1.8753,2023-11-13 16:23:23.034000
8890,ATAUSDT,💥💥💥,1 kline,alert price: 0.1014,2023-11-13 16:22:38.677000
8891,YFIUSDT,💥💥💥,1 kline,alert price: 9905.0,2023-11-13 16:17:21.714000
8892,CYBERUSDT,💥💥💥,1 kline,alert price: 7.256,2023-11-13 16:15:33.965000
8893,ARKUSDT,💥💥💥,1 kline,alert price: 1.4481,2023-11-13 16:09:45.267000
8894,SOLUSDT,💥💥💥,1 kline,alert price: 57.915,2023-11-13 16:04:47.705000
8895,1000PEPEUSDT,💥💥💥,1 kline,alert price: 0.0011975,2023-11-13 16:03:59.100000
8896,TOKENUSDT,💥💥💥,1 kline,alert price: 0.03202,2023-11-13 16:03:50.520000
8897,1000FLOKIUSDT,🌊🌊🌊,2 kline,alert price: 0.03246,2023-11-13 16:03:40.962000
8898,AMBUSDT,🌊🌊🌊,2 kline,alert price: 0.009316,2023-11-13 16:02:25.330000
8899,BSVUSDT,🌊🌊🌊,2 kline,alert price: 50.78,2023-11-13 15:59:30.705000
8900,BSVUSDT,🌊🌊🌊,2 kline,alert price: 50.78,2023-11-13 15:59:30.705000
8901,LUNA2USDT,💥💥💥,1 kline,alert price: 0.7905,2023-11-13 15:57:40.607000
8902,ZENUSDT,💥💥💥,1 kline,alert price: 11.587,2023-11-13 15:56:58.710000
8903,LPTUSDT,🌊🌊🌊,2 kline,alert price: 6.997,2023-11-13 15:56:54.840000
8904,BONDUSDT,💥💥💥,1 kline,alert price: 4.378,2023-11-13 15:56:20.713000
8905,TRUUSDT,💥💥💥,1 kline,alert price: 0.05088,2023-11-13 15:50:10.485000
8906,EDUUSDT,💥💥💥,1 kline,alert price: 0.5802,2023-11-13 15:47:55.674000
8907,STORJUSDT,💥💥💥,1 kline,alert price: 0.7117,2023-11-13 15:46:37.963000
8908,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1333,2023-11-13 15:46:23.250000
8909,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1821,2023-11-13 15:45:51.983000
8910,FILUSDT,💥💥💥,1 kline,alert price: 5.503,2023-11-13 15:43:45.003000
8911,COMBOUSDT,💥💥💥,1 kline,alert price: 0.7008,2023-11-13 15:41:49.417000
8912,EGLDUSDT,💥💥💥,1 kline,alert price: 44.37,2023-11-13 15:41:42.665000
8913,UNFIUSDT,🌊🌊🌊,2 kline,alert price: 9.039,2023-11-13 15:39:17.223000
8914,MDTUSDT,💥💥💥,1 kline,alert price: 0.05097,2023-11-13 15:36:44.766000
8915,ICPUSDT,💥💥💥,1 kline,alert price: 4.809,2023-11-13 15:30:33.702000
8916,LINAUSDT,💥💥💥,1 kline,alert price: 0.01183,2023-11-13 15:26:42.654000
8917,POWRUSDT,🌊🌊🌊,2 kline,alert price: 0.2347,2023-11-13 15:02:33.034000
8918,ARUSDT,💥💥💥,1 kline,alert price: 7.485,2023-11-13 14:56:25.903000
8919,MAVUSDT,💥💥💥,1 kline,alert price: 0.3074,2023-11-13 14:45:45.644000
8920,SNTUSDT,🌊🌊🌊,2 kline,alert price: 0.04977,2023-11-13 14:37:41.550000
8921,WLDUSDT,💥💥💥,1 kline,alert price: 2.1101,2023-11-13 14:33:52.346000
8922,AGLDUSDT,💥💥💥,1 kline,alert price: 0.9453,2023-11-13 14:09:44.877000
8923,NEARUSDT,🌊🌊🌊,2 kline,alert price: 1.683,2023-11-13 14:08:27.198000
8924,FILUSDT,🌊🌊🌊,2 kline,alert price: 5.64,2023-11-13 14:07:40.689000
8925,BLZUSDT,💥💥💥,1 kline,alert price: 0.25887,2023-11-13 14:06:23.046000
8926,BALUSDT,🌊🌊🌊,2 kline,alert price: 4.091,2023-11-13 14:00:46.749000
8927,COMBOUSDT,💥💥💥,1 kline,alert price: 0.719,2023-11-13 14:00:43.091000
8928,TRUUSDT,🌊🌊🌊,2 kline,alert price: 0.05135,2023-11-13 13:56:49.643000
8929,BAKEUSDT,💥💥💥,1 kline,alert price: 0.1524,2023-11-13 13:56:40.363000
8930,CAKEUSDT,💥💥💥,1 kline,alert price: 2.2594,2023-11-13 13:55:43.688000
8931,SUIUSDT,💥💥💥,1 kline,alert price: 0.6489,2023-11-13 13:49:54.169000
8932,EGLDUSDT,💥💥💥,1 kline,alert price: 45.18,2023-11-13 13:48:31.545000
8933,INJUSDT,💥💥💥,1 kline,alert price: 17.061,2023-11-13 13:47:46.940000
8934,BNTUSDT,💥💥💥,1 kline,alert price: 0.8888,2023-11-13 13:46:59.214000
8935,ATOMUSDT,💥💥💥,1 kline,alert price: 10.383,2023-11-13 13:42:53.219000
8936,FRONTUSDT,💥💥💥,1 kline,alert price: 0.3303,2023-11-13 13:41:00.073000
8937,ICPUSDT,💥💥💥,1 kline,alert price: 4.731,2023-11-13 13:36:52.968000
8938,RLCUSDT,💥💥💥,1 kline,alert price: 1.304,2023-11-13 13:34:51.966000
8939,RADUSDT,🌊🌊🌊,2 kline,alert price: 1.604,2023-11-13 13:31:23.828000
8940,LOOMUSDT,💥💥💥,1 kline,alert price: 0.1346,2023-11-13 13:27:41.867000
8941,BIGTIMEUSDT,🌊🌊🌊,2 kline,alert price: 0.1708,2023-11-13 13:16:28.696000
8942,TOKENUSDT,💥💥💥,1 kline,alert price: 0.03238,2023-11-13 13:12:36.173000
8943,YFIUSDT,💥💥💥,1 kline,alert price: 9763.0,2023-11-13 13:11:38.010000
8944,STGUSDT,💥💥💥,1 kline,alert price: 0.6004,2023-11-13 13:09:44.646000
8945,CHZUSDT,💥💥💥,1 kline,alert price: 0.08386,2023-11-13 13:09:30.712000
8946,SNTUSDT,🌊🌊🌊,2 kline,alert price: 0.04666,2023-11-13 13:04:39.521000
8947,MEMEUSDT,🌊🌊🌊,2 kline,alert price: 0.029201,2023-11-13 13:02:35.718000
8948,SEIUSDT,💥💥💥,1 kline,alert price: 0.1508,2023-11-13 13:01:51.189000
8949,LITUSDT,💥💥💥,1 kline,alert price: 0.88,2023-11-13 12:58:50.450000
8950,GALUSDT,💥💥💥,1 kline,alert price: 1.5503,2023-11-13 12:52:48.708000
8951,TUSDT,💥💥💥,1 kline,alert price: 0.02638,2023-11-13 12:52:38.101000
8952,1INCHUSDT,🌊🌊🌊,2 kline,alert price: 0.3767,2023-11-13 12:51:37.749000
8953,AAVEUSDT,💥💥💥,1 kline,alert price: 98.21,2023-11-13 12:47:42.909000
8954,HIGHUSDT,🌊🌊🌊,2 kline,alert price: 1.54,2023-11-13 12:46:29.319000
8955,BNXUSDT,💥💥💥,1 kline,alert price: 0.2888,2023-11-13 12:45:21.350000
8956,LDOUSDT,💥💥💥,1 kline,alert price: 2.3429,2023-11-13 12:40:53.520000
8957,DOGEUSDT,💥💥💥,1 kline,alert price: 0.07764,2023-11-13 12:39:22.071000
8958,BADGERUSDT,🌊🌊🌊,2 kline,alert price: 3.898,2023-11-13 12:37:56.888000
8959,ZENUSDT,🌊🌊🌊,2 kline,alert price: 11.438,2023-11-13 12:35:38.359000
8960,ARKMUSDT,🌊🌊🌊,2 kline,alert price: 0.4715,2023-11-13 12:31:34.072000
8961,AMBUSDT,💥💥💥,1 kline,alert price: 0.009206,2023-11-13 12:31:27.788000
8962,SLPUSDT,💥💥💥,1 kline,alert price: 0.002456,2023-11-13 12:30:58.369000
8963,HOOKUSDT,💥💥💥,1 kline,alert price: 1.0955,2023-11-13 12:29:58.892000
8964,ATOMUSDT,💥💥💥,1 kline,alert price: 10.055,2023-11-13 12:23:55.692000
8965,BLURUSDT,💥💥💥,1 kline,alert price: 0.3879,2023-11-13 12:19:35.006000
8966,ASTRUSDT,💥💥💥,1 kline,alert price: 0.07386,2023-11-13 12:17:35.219000
8967,CKBUSDT,💥💥💥,1 kline,alert price: 0.003775,2023-11-13 12:13:45.252000
8968,STEEMUSDT,💥💥💥,1 kline,alert price: 0.2752,2023-11-13 12:12:13.427000
8969,ARUSDT,💥💥💥,1 kline,alert price: 7.402,2023-11-13 12:11:12.071000
8970,PENDLEUSDT,💥💥💥,1 kline,alert price: 1.0872,2023-11-13 12:08:07.505000
8971,LINAUSDT,🌊🌊🌊,2 kline,alert price: 0.01196,2023-11-13 12:06:27.547000
8972,SANDUSDT,🌊🌊🌊,2 kline,alert price: 0.465,2023-11-13 12:03:32.493000
8973,MANAUSDT,💥💥💥,1 kline,alert price: 0.4821,2023-11-13 12:02:55.688000
8974,TIAUSDT,💥💥💥,1 kline,alert price: 5.6202,2023-11-13 11:59:16.145000
8975,IDUSDT,💥💥💥,1 kline,alert price: 0.2872,2023-11-13 11:54:47.003000
8976,NMRUSDT,💥💥💥,1 kline,alert price: 15.47,2023-11-13 11:54:45.173000
8977,EDUUSDT,💥💥💥,1 kline,alert price: 0.5823,2023-11-13 11:54:38.610000
8978,MASKUSDT,💥💥💥,1 kline,alert price: 3.555,2023-11-13 11:51:51.524000
8979,WOOUSDT,💥💥💥,1 kline,alert price: 0.26764,2023-11-13 11:50:19.039000
8980,BICOUSDT,💥💥💥,1 kline,alert price: 0.2702,2023-11-13 11:45:58.652000
8981,SXPUSDT,🌊🌊🌊,2 kline,alert price: 0.3777,2023-11-13 11:45:01.732000
8982,FRONTUSDT,🌊🌊🌊,2 kline,alert price: 0.3288,2023-11-13 11:43:03.738000
8983,WLDUSDT,🌊🌊🌊,2 kline,alert price: 1.9712,2023-11-13 11:42:33.665000
8984,SSVUSDT,💥💥💥,1 kline,alert price: 19.53,2023-11-13 11:41:51.605000
8985,ENJUSDT,🌊🌊🌊,2 kline,alert price: 0.3023,2023-11-13 11:41:17.656000
8986,ZECUSDT,🌊🌊🌊,2 kline,alert price: 31.14,2023-11-13 11:29:08.755000
8987,CTKUSDT,🌊🌊🌊,2 kline,alert price: 0.5367,2023-11-13 11:27:52.486000
8988,ICXUSDT,💥💥💥,1 kline,alert price: 0.2985,2023-11-13 11:26:55.371000
8989,LDOUSDT,💥💥💥,1 kline,alert price: 2.2741,2023-11-13 11:26:42.444000
8990,ILVUSDT,🌊🌊🌊,2 kline,alert price: 93.36,2023-11-13 11:21:58.719000
8991,KEYUSDT,🌊🌊🌊,2 kline,alert price: 0.006158,2023-11-13 11:19:09.028000
8992,ATOMUSDT,💥💥💥,1 kline,alert price: 9.759,2023-11-13 11:14:28.087000
8993,CYBERUSDT,💥💥💥,1 kline,alert price: 6.823,2023-11-13 11:13:56.756000
8994,MAVUSDT,💥💥💥,1 kline,alert price: 0.2698,2023-11-13 11:12:48.546000
8995,SNTUSDT,🌊🌊🌊,2 kline,alert price: 0.04611,2023-11-13 11:02:58.268000
8996,FXSUSDT,🌊🌊🌊,2 kline,alert price: 6.796,2023-11-13 10:57:12.490000
8997,BIGTIMEUSDT,💥💥💥,1 kline,alert price: 0.1579,2023-11-13 10:55:37.006000
8998,YFIUSDT,💥💥💥,1 kline,alert price: 9563.0,2023-11-13 10:55:36.144000
8999,ARKMUSDT,💥💥💥,1 kline,alert price: 0.4454,2023-11-13 10:45:22.905000
9000,ARKMUSDT,💥💥💥,1 kline,alert price: 0.4454,2023-11-13 10:45:22.905000
9001,TOKENUSDT,💥💥💥,1 kline,alert price: 0.03078,2023-11-13 10:44:40.900000
9002,ARKUSDT,🌊🌊🌊,2 kline,alert price: 1.5035,2023-11-13 10:36:17.358000
9003,OPUSDT,🌊🌊🌊,4 kline,alert price: 1.9097,2023-11-13 10:34:52.780000
9004,GALUSDT,💥💥💥,1 kline,alert price: 1.5314,2023-11-13 10:34:41.533000
9005,XVSUSDT,🌊🌊🌊,2 kline,alert price: 6.668,2023-11-13 10:32:41.620000
9006,XRPUSDT,💥💥💥,1 kline,alert price: 0.6581,2023-11-13 10:32:40.169000
9007,SEIUSDT,💥💥💥,1 kline,alert price: 0.1388,2023-11-13 10:31:26.139000
9008,COTIUSDT,💥💥💥,1 kline,alert price: 0.05352,2023-11-13 10:30:30.622000
9009,GASUSDT,🌊🌊🌊,2 kline,alert price: 9.338,2023-11-13 10:25:28.078000
9010,GTCUSDT,💥💥💥,1 kline,alert price: 1.201,2023-11-13 10:20:53.417000
9011,LUNA2USDT,💥💥💥,1 kline,alert price: 0.7906,2023-11-13 10:17:48.159000
9012,ORDIUSDT,💥💥💥,1 kline,alert price: 22.893,2023-11-13 10:16:34.473000
9013,WAVESUSDT,🌊🌊🌊,2 kline,alert price: 2.2024,2023-11-13 10:14:15.601000
9014,ILVUSDT,💥💥💥,1 kline,alert price: 92.1,2023-11-13 10:08:23.265000
9015,MAVUSDT,💥💥💥,1 kline,alert price: 0.2665,2023-11-13 10:07:00.465000
9016,BSVUSDT,💥💥💥,1 kline,alert price: 49.84,2023-11-13 09:59:37.719000
9017,BCHUSDT,💥💥💥,1 kline,alert price: 236.02,2023-11-13 09:59:18.464000
9018,ZRXUSDT,💥💥💥,1 kline,alert price: 0.5917,2023-11-13 09:57:24.286000
9019,THETAUSDT,💥💥💥,1 kline,alert price: 0.9713,2023-11-13 09:55:57.991000
9020,LQTYUSDT,💥💥💥,1 kline,alert price: 1.4385,2023-11-13 09:55:13.442000
9021,UNFIUSDT,💥💥💥,1 kline,alert price: 8.974,2023-11-13 09:45:41.090000
9022,WOOUSDT,🌊🌊🌊,2 kline,alert price: 0.26474,2023-11-13 09:42:27.553000
9023,SSVUSDT,💥💥💥,1 kline,alert price: 19.32,2023-11-13 09:41:32.031000
9024,ROSEUSDT,💥💥💥,1 kline,alert price: 0.0731,2023-11-13 09:38:43.935000
9025,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,alert price: 36913.4,2023-11-13 09:37:41.732000
9026,NMRUSDT,🌊🌊🌊,2 kline,alert price: 15.0,2023-11-13 09:36:40.712000
9027,SUIUSDT,💥💥💥,1 kline,alert price: 0.6126,2023-11-13 09:36:19.684000
9028,FOOTBALLUSDT,🌊🌊🌊,3 kline,alert price: 408.27,2023-11-13 09:19:46.819000
9029,ICXUSDT,💥💥💥,1 kline,alert price: 0.2958,2023-11-13 09:11:45.383000
9030,LPTUSDT,💥💥💥,1 kline,alert price: 6.912,2023-11-13 09:03:00.372000
9031,AGLDUSDT,🌊🌊🌊,2 kline,alert price: 0.9212,2023-11-13 09:01:51.770000
9032,FTMUSDT,💥💥💥,1 kline,alert price: 0.3209,2023-11-13 08:55:24.870000
9033,STEEMUSDT,💥💥💥,1 kline,alert price: 0.2715,2023-11-13 08:51:00.185000
9034,KLAYUSDT,💥💥💥,1 kline,alert price: 0.1762,2023-11-13 08:43:29.560000
9035,ARKMUSDT,💥💥💥,1 kline,alert price: 0.4305,2023-11-13 08:38:53.563000
9036,PERPUSDT,💥💥💥,1 kline,alert price: 0.6887,2023-11-13 08:38:53.032000
9037,SOLUSDT,🌊🌊🌊,2 kline,alert price: 58.517,2023-11-13 08:32:56.952000
9038,YFIUSDT,💥💥💥,1 kline,alert price: 9585.0,2023-11-13 08:31:27.366000
9039,RLCUSDT,💥💥💥,1 kline,alert price: 1.2823,2023-11-13 08:30:53.428000
9040,IOTXUSDT,💥💥💥,1 kline,alert price: 0.0279,2023-11-13 08:29:45.109000
9041,WAXPUSDT,🌊🌊🌊,2 kline,alert price: 0.06665,2023-11-13 08:25:33.743000
9042,ORBSUSDT,🌊🌊🌊,2 kline,alert price: 0.04565,2023-11-13 08:25:27.920000
9043,1000FLOKIUSDT,💥💥💥,1 kline,alert price: 0.03153,2023-11-13 08:20:36.425000
9044,SNTUSDT,💥💥💥,1 kline,alert price: 0.04475,2023-11-13 08:19:58.519000
9045,ICPUSDT,💥💥💥,1 kline,alert price: 4.691,2023-11-13 08:19:41.120000
9046,STORJUSDT,💥💥💥,1 kline,alert price: 0.7158,2023-11-13 08:14:24.447000
9047,NMRUSDT,💥💥💥,1 kline,alert price: 15.29,2023-11-13 07:29:36.977000
9048,ASTRUSDT,💥💥💥,1 kline,alert price: 0.08009,2023-11-13 07:27:47.830000
9049,ATOMUSDT,💥💥💥,1 kline,alert price: 9.501,2023-11-13 07:23:21.090000
9050,ARKUSDT,🌊🌊🌊,3 kline,alert price: 1.718,2023-11-13 06:32:40.783000
9051,ANTUSDT,💥💥💥,1 kline,alert price: 5.322,2023-11-13 06:30:23.804000
9052,ILVUSDT,💥💥💥,1 kline,alert price: 91.91,2023-11-13 06:27:38.746000
9053,AMBUSDT,💥💥💥,1 kline,alert price: 0.009023,2023-11-13 06:24:36.912000
9054,ARKMUSDT,💥💥💥,1 kline,alert price: 0.4511,2023-11-13 06:01:38.367000
9055,TOMOUSDT,💥💥💥,1 kline,alert price: 1.2095,2023-11-13 05:58:59.504000
9056,FILUSDT,🌊🌊🌊,2 kline,alert price: 5.662,2023-11-13 05:51:54.192000
9057,GLMRUSDT,🌊🌊🌊,3 kline,alert price: 0.2849,2023-11-13 05:50:16.374000
9058,MEMEUSDT,💥💥💥,1 kline,alert price: 0.022821,2023-11-13 05:48:52.773000
9059,DUSKUSDT,💥💥💥,1 kline,alert price: 0.17989,2023-11-13 05:48:38.134000
9060,STRAXUSDT,💥💥💥,1 kline,alert price: 0.958,2023-11-13 05:45:50.284000
9061,HFTUSDT,💥💥💥,1 kline,alert price: 0.3222,2023-11-13 05:45:03.001000
9062,INJUSDT,💥💥💥,1 kline,alert price: 17.646,2023-11-13 05:41:54.264000
9063,GALAUSDT,🌊🌊🌊,2 kline,alert price: 0.02514,2023-11-13 05:39:06.819000
9064,BIGTIMEUSDT,🌊🌊🌊,2 kline,alert price: 0.1624,2023-11-13 05:37:35.199000
9065,PERPUSDT,💥💥💥,1 kline,alert price: 0.7227,2023-11-13 05:33:55.192000
9066,TRUUSDT,💥💥💥,1 kline,alert price: 0.05022,2023-11-13 05:33:00.146000
9067,CYBERUSDT,🌊🌊🌊,2 kline,alert price: 6.946,2023-11-13 05:31:54.521000
9068,STMXUSDT,🌊🌊🌊,2 kline,alert price: 0.00943,2023-11-13 05:24:10.207000
9069,MINAUSDT,💥💥💥,1 kline,alert price: 0.6763,2023-11-13 05:22:16.070000
9070,IOTXUSDT,💥💥💥,1 kline,alert price: 0.02972,2023-11-13 05:17:49.356000
9071,RUNEUSDT,💥💥💥,1 kline,alert price: 5.209,2023-11-13 05:08:50.932000
